,id_categoria,categoria
1306,1410,tanning
1307,1412,spray tanning
1308,1413,kitchen supplies
1309,1414,appliance
1310,1415,ethiopian
1311,1416,himalayannepalese
1312,1417,coffeeshops
1313,1418,venezuelan
1314,1421,shaved snow
1315,1422,mongolian
1316,1423,public markets
1317,1424,ticket sales
1318,1425,cideries
1319,1426,urgent care
1320,1428,haitian
1321,1429,lan centers
1322,1430,malaysian
1323,1431,strip clubs
1324,1432,landmarks  historical buildings
1325,1433,boat tours
1326,1436,race tracks
1327,1437,beer tours
1328,1438,bar crawl
1329,1439,pool  billiards
1330,1440,international
1331,1441,scandinavian
1332,1442,team building activities
1333,1443,souvenir shops
1334,1444,dj
1335,1445,marketing
1336,1446,graphic design
1337,1447,advertising
1338,1448,heating  air conditioninghvac
1339,1449,argentine
1340,1451,check cashingpayday loans
1341,1452,financial services
1342,1453,restaurant supplies
1343,1454,jails  prisons
1344,1455,dry cleaning  laundry
1345,1456,laundry services
1346,1457,portuguese
1347,1458,iberian
1348,1459,plumbing
1349,1460,water heater installationrepair
1350,1461,beach
1351,1462,fuzhou
1352,1463,raftingkayaking
1353,1464,bike rentals
1354,1465,hypnosishypnotherapy
1355,1466,syrian
1356,1467,chinese martial arts
1357,1468,martial arts
1358,1469,hostel
1359,1471,bespoke clothing
1360,1472,adult
1361,1473,billing services
1362,1474,polish
1363,1476,belgian
1364,1477,vape shops
1365,1478,cigar bars
1366,1480,honey
1367,1481,wildlife control
1368,1482,pest control
1369,1483,osteopath
1370,1484,hospital
1371,1486,eyewear  opticians
1372,1487,honduran
1373,1488,tabletop games
1374,1489,car dealers
1375,1490,auto customization
1376,1491,auto parts  supplies
1377,1492,mailbox centers
1378,1493,shipping centers
1379,1494,notary
1380,1497,kombucha
1381,1498,tennis
1382,1499,reflexology
1383,1500,tasting classes
1384,1501,cannabis clinics
1385,1503,beach bars
1386,1504,pet training
1387,1505,bus tours
1388,1506,knife sharpening
1389,1507,health coach
1390,1508,alternative medicine
1391,1509,dietitian
1392,1510,concierge medicine
1393,1511,naturopathicholistic
1394,1512,axe throwing
1395,1513,izakaya
1396,1515,bangladeshi
1397,1516,dance studios
1398,1517,cannabis dispensaries
1399,1518,spiritual shop
1400,1520,historical tours
1401,1521,homeowner association
1402,1522,computer
1403,1523,tree services
1404,1524,travel services
1405,1526,vocational  technical school
1406,1528,japanese curry
1407,1529,cabaret
1408,1531,commercial truck repair
1409,1532,hong kong style cafe
1410,1533,acupuncture
1411,1534,trinidadian
1412,1535,supernatural readings
1413,1536,medical supplies
1414,1537,magician
1415,1539,art classes
1416,1540,dog parks
1417,1541,airport lounges
1418,1542,burmese
1419,1544,nicaraguan
1420,1545,speakeasy
1421,1549,reiki
1422,1551,truck rental
1423,1552,signmaking
1424,1553,sardinian
1425,1554,austrian
1426,1555,packing services
1427,1556,car share services
1428,1557,office cleaning
1429,1558,taxi
1430,1559,egyptian
1431,1560,swimming lessonsschools
1432,1561,flea markets
1433,1562,art supplies
1434,1563,pet boarding
1435,1564,water delivery
1436,1565,trampoline parks
1437,1566,party characters
1438,1567,airport shuttles
1439,1568,public transportation
1440,1569,medical transportation
1441,1572,fireplace services
1442,1573,bike repairmaintenance
1443,1574,mountain biking
1444,1575,bike
1445,1576,head shops
1446,1577,barre classes
1447,1580,coffee  tea supplies
1448,1581,carpet cleaning
1449,1582,personal injury law
1450,1583,business law
1451,1584,contract law
1452,1586,lawyer
1453,1587,employment law
1454,1588,legal services
1455,1589,divorce  family law
1456,1590,general litigation
1457,1591,shanghainese
1458,1592,stadiums  arenas
1459,1593,laser tag
1460,1594,hat
1461,1595,car rental
1462,1596,amateur sports teams
1463,1597,guest houses
1464,1598,christmas trees
1465,1599,hotel bar
1466,1600,painter
1467,1601,paddleboarding
1468,1602,investing
1469,1603,banks  credit unions
1470,1604,auto loan providers
1471,1605,child care  day care
1472,1606,haunted houses
1473,1607,armenian
1474,1608,newspapers  magazines
1475,1609,building supplies
1476,1610,damage restoration
1477,1611,hair loss centers
1478,1612,car window tinting
1479,1613,wig
1480,1614,printing services
